transaction_id,transaction_date,department,transaction_type,description,amount,currency,profit_margin,cost_center,payment_method,approval_status
TXN-123946,2023-01-06,HR,Expense,Employee Events,3027.26,USD,,CC-HR-01,Cash,Rejected
TXN-128809,2023-01-06,Sales,Revenue,Subscription Revenue,89.67,USD,0.51,CC-SALES-02,Bank Transfer,Approved
TXN-120327,2023-01-06,Operations,Revenue,Service Fees,24709.31,USD,0.57,CC-OPS-04,Credit,Pending
TXN-124907,2023-01-06,Operations,Expense,Office Rent,2033.56,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-121561,2023-01-06,Marketing,Expense,Content Creation,520.92,INR,,CC-MKT-01,Credit,Approved
TXN-115613,2023-01-06,Sales,Revenue,License Sales,8969.0,EUR,0.56,CC-SALES-03,Bank Transfer,Approved
TXN-126501,2023-01-07,Sales,Revenue,Contract Revenue,1746.74,USD,0.64,CC-SALES-03,Bank Transfer,Approved
TXN-119237,2023-01-07,Operations,Expense,Logistics Costs,3631.47,INR,,CC-OPS-02,Cash,Approved
TXN-110927,2023-01-07,IT,Expense,Software Licenses,48220.14,EUR,,CC-IT-02,Bank Transfer,Pending
TXN-109122,2023-01-07,Sales,Expense,Trade Show Costs,2644.59,GBP,,CC-SALES-02,UPI,Approved
TXN-121176,2023-01-07,Sales,Revenue,Contract Revenue,27430.44,USD,0.48,CC-SALES-03,Credit,Approved
TXN-103084,2023-01-07,IT,Expense,Software Licenses,7197.69,USD,,CC-IT-02,Credit,Approved
TXN-109990,2023-01-07,Operations,Expense,Utilities,427.99,USD,,CC-OPS-04,Bank Transfer,Pending
TXN-122976,2023-01-07,Operations,Revenue,Consulting Revenue,72229.44,EUR,0.25,CC-OPS-02,UPI,Approved
TXN-109846,2023-01-07,Marketing,Expense,Marketing Campaign,2909.8,EUR,,CC-MKT-01,Bank Transfer,Pending
TXN-113738,2023-01-07,HR,Expense,Recruitment Costs,682.1,USD,,CC-HR-01,Credit,Approved
TXN-127844,2023-01-07,HR,Expense,Benefits,36283.81,INR,,CC-HR-01,Bank Transfer,Approved
TXN-116342,2023-01-07,Operations,Expense,Equipment Purchase,3039.01,INR,,CC-OPS-02,Credit,Approved
TXN-105134,2023-01-07,Sales,Expense,Sales Tools,1101.69,GBP,,CC-SALES-01,UPI,Approved
TXN-110395,2023-01-07,HR,Expense,Training Programs,5180.91,USD,,CC-HR-02,Bank Transfer,Approved
TXN-104659,2023-01-07,IT,Expense,Software Licenses,1027.43,EUR,,CC-IT-01,UPI,Pending
TXN-117437,2023-01-07,Sales,Revenue,Service Revenue,19007.43,USD,0.65,CC-SALES-03,Bank Transfer,Approved
TXN-117196,2023-01-07,Sales,Revenue,License Sales,10737.66,INR,0.62,CC-SALES-03,UPI,Approved
TXN-123177,2023-01-07,Operations,Expense,Office Rent,4509.38,INR,,CC-OPS-02,UPI,Approved
TXN-104718,2023-01-07,IT,Expense,IT Support,31586.0,INR,,CC-IT-02,Bank Transfer,Approved
TXN-125700,2023-01-07,Operations,Revenue,Service Fees,2720.65,USD,0.38,CC-OPS-02,Bank Transfer,Approved
TXN-119818,2023-01-07,Marketing,Revenue,Sponsorship Income,656.63,EUR,0.55,CC-MKT-02,Credit,Pending
TXN-121942,2023-01-07,Sales,Revenue,Subscription Revenue,3432.0,INR,0.62,CC-SALES-02,UPI,Approved
TXN-107303,2023-01-07,Operations,Expense,Office Rent,2226.1,USD,,CC-OPS-01,Bank Transfer,Pending
TXN-128399,2023-01-07,HR,Expense,Benefits,110445.56,USD,,CC-HR-01,Credit,Approved
TXN-118115,2023-01-07,IT,Expense,Network Costs,700.24,INR,,CC-IT-02,Credit,Approved
TXN-103940,2023-01-07,HR,Expense,Recruitment Costs,717.34,USD,,CC-HR-02,Bank Transfer,Approved
TXN-120044,2023-01-07,Operations,Revenue,Service Fees,1485.82,USD,0.53,CC-OPS-02,Bank Transfer,Pending
TXN-126772,2023-01-07,HR,Expense,Training Programs,46435.96,INR,,CC-HR-02,Bank Transfer,Approved
TXN-104278,2023-01-07,IT,Expense,Network Costs,5720.03,USD,,CC-IT-01,Bank Transfer,Approved
TXN-105807,2023-01-07,Marketing,Expense,Marketing Campaign,631.42,USD,,CC-MKT-02,UPI,Approved
TXN-113285,2023-01-07,Operations,Expense,Supplies,1079.52,INR,,CC-OPS-02,Credit,Approved
TXN-101670,2023-01-07,Sales,Expense,Sales Tools,3180.26,INR,,CC-SALES-02,Bank Transfer,Approved
TXN-127592,2023-01-07,Sales,Revenue,Product Sales,40505.21,USD,0.59,CC-SALES-02,Bank Transfer,Approved
TXN-107592,2023-01-07,HR,Expense,Employee Events,10626.36,INR,,CC-HR-02,Credit,Approved
TXN-101701,2023-01-07,Marketing,Expense,Marketing Campaign,406.37,USD,,CC-MKT-01,Bank Transfer,Approved
TXN-120093,2023-01-07,HR,Expense,Salaries,10806.06,GBP,,CC-HR-02,UPI,Approved
TXN-101702,2023-01-07,Operations,Expense,Logistics Costs,31227.87,USD,,CC-OPS-03,UPI,Approved
TXN-115342,2023-01-07,Marketing,Revenue,Affiliate Revenue,2863.96,INR,0.51,CC-MKT-01,Bank Transfer,Approved
TXN-129574,2023-01-07,Marketing,Expense,Brand Development,12846.42,INR,,CC-MKT-03,Bank Transfer,Approved
TXN-123040,2023-01-07,HR,Expense,Recruitment Costs,2150.35,GBP,,CC-HR-02,Credit,Approved
TXN-105996,2023-01-07,Operations,Expense,Equipment Purchase,341.36,USD,,CC-OPS-03,Credit,Approved
TXN-100158,2023-01-07,Sales,Revenue,Contract Revenue,26200.46,USD,0.68,CC-SALES-03,Bank Transfer,Approved
TXN-129136,2023-01-07,Operations,Expense,Utilities,193.41,INR,,CC-OPS-02,Bank Transfer,Approved
TXN-125792,2023-01-07,Operations,Expense,Office Rent,8747.23,INR,,CC-OPS-03,UPI,Approved
TXN-107423,2023-01-07,Sales,Revenue,License Sales,31945.03,USD,0.56,CC-SALES-02,Bank Transfer,Approved
TXN-108379,2023-01-07,Operations,Revenue,Consulting Revenue,267391.2,USD,0.39,CC-OPS-04,UPI,Approved
TXN-107342,2023-01-07,IT,Expense,Software Licenses,6225.11,USD,,CC-IT-01,Bank Transfer,Approved
TXN-101459,2023-01-07,Operations,Expense,Logistics Costs,2712.05,USD,,CC-OPS-04,Cash,Approved
TXN-123540,2023-01-07,HR,Expense,Benefits,8433.32,USD,,CC-HR-02,UPI,Approved
TXN-122928,2023-01-07,Operations,Expense,Supplies,13776.56,INR,,CC-OPS-03,Bank Transfer,Approved
TXN-106776,2023-01-07,Sales,Revenue,License Sales,2323.63,EUR,0.73,CC-SALES-01,Bank Transfer,Approved
TXN-111939,2023-01-08,Sales,Revenue,Product Sales,43230.78,USD,0.67,CC-SALES-02,Credit,Approved
TXN-104249,2023-01-08,Marketing,Expense,Social Media Ads,5175.45,INR,,CC-MKT-02,Bank Transfer,Approved
TXN-101996,2023-01-08,Sales,Revenue,Subscription Revenue,64411.68,INR,0.32,CC-SALES-03,Bank Transfer,Approved
TXN-114261,2023-01-08,Sales,Revenue,Subscription Revenue,3246.94,USD,0.72,CC-SALES-02,Bank Transfer,Approved
TXN-115858,2023-01-08,Sales,Revenue,Product Sales,7916.05,EUR,0.77,CC-SALES-01,UPI,Pending
TXN-109788,2023-01-08,Sales,Revenue,Subscription Revenue,45120.38,USD,0.53,CC-SALES-02,Bank Transfer,Approved
TXN-122346,2023-01-08,IT,Expense,Software Licenses,3726.35,USD,,CC-IT-01,UPI,Approved
TXN-114079,2023-01-08,Marketing,Expense,Marketing Campaign,24438.95,USD,,CC-MKT-01,Cash,Approved
TXN-123110,2023-01-08,HR,Expense,Employee Events,13322.98,EUR,,CC-HR-01,UPI,Approved
TXN-117546,2023-01-08,Sales,Revenue,Product Sales,48593.37,USD,0.67,CC-SALES-01,Bank Transfer,Approved
TXN-116311,2023-01-08,IT,Expense,Cybersecurity,6820.76,USD,,CC-IT-02,UPI,Approved
TXN-127019,2023-01-08,HR,Expense,Benefits,87805.31,USD,,CC-HR-02,Bank Transfer,Approved
TXN-102992,2023-01-08,Operations,Expense,Utilities,1808.11,INR,,CC-OPS-01,Credit,Approved
TXN-118285,2023-01-08,IT,Expense,IT Support,767.31,GBP,,CC-IT-01,UPI,Approved
TXN-108004,2023-01-08,IT,Expense,Network Costs,13005.3,USD,,CC-IT-01,UPI,Approved
TXN-112095,2023-01-08,Operations,Expense,Supplies,931.21,GBP,,CC-OPS-04,Credit,Approved
TXN-120210,2023-01-08,Sales,Revenue,License Sales,2399.6,USD,0.73,CC-SALES-01,UPI,Pending
TXN-119814,2023-01-08,Operations,Revenue,Service Fees,2851.64,INR,0.2,CC-OPS-04,Bank Transfer,Approved
TXN-123294,2023-01-08,Sales,Expense,Client Entertainment,1608.43,USD,,CC-SALES-02,UPI,Approved
TXN-106303,2023-01-08,Sales,Revenue,Service Revenue,9422.41,INR,0.73,CC-SALES-03,Bank Transfer,Approved
TXN-116208,2023-01-08,Operations,Expense,Equipment Purchase,659.24,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-104081,2023-01-08,Marketing,Expense,Content Creation,225.04,GBP,,CC-MKT-01,Bank Transfer,Approved
TXN-114992,2023-01-08,IT,Expense,Cybersecurity,31011.99,USD,,CC-IT-02,Bank Transfer,Approved
TXN-117515,2023-01-08,Operations,Expense,Office Rent,654.29,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-120570,2023-01-08,Operations,Expense,Supplies,635.41,INR,,CC-OPS-03,Credit,Approved
TXN-128694,2023-01-08,Sales,Expense,Trade Show Costs,946.25,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-116413,2023-01-08,Sales,Expense,Sales Commission,242.79,INR,,CC-SALES-01,Bank Transfer,Rejected
TXN-108783,2023-01-08,Sales,Revenue,License Sales,34923.16,USD,0.44,CC-SALES-02,Bank Transfer,Approved
TXN-108762,2023-01-08,Operations,Revenue,Service Fees,13301.97,USD,0.28,CC-OPS-01,Cash,Approved
TXN-118042,2023-01-08,Operations,Expense,Utilities,1310.76,USD,,CC-OPS-02,Bank Transfer,Approved
TXN-112358,2023-01-08,Marketing,Expense,Marketing Campaign,1084.22,USD,,CC-MKT-03,UPI,Rejected
TXN-120429,2023-01-08,Sales,Expense,Sales Commission,5060.37,EUR,,CC-SALES-01,Cash,Approved
TXN-127957,2023-01-08,Sales,Revenue,Service Revenue,3512.18,INR,0.7,CC-SALES-03,Credit,Approved
TXN-121799,2023-01-08,Sales,Expense,Client Entertainment,992.79,USD,,CC-SALES-02,Credit,Approved
TXN-106720,2023-01-08,HR,Expense,Benefits,6339.4,USD,,CC-HR-02,Bank Transfer,Approved
TXN-104991,2023-01-08,Operations,Expense,Office Rent,73928.52,EUR,,CC-OPS-01,UPI,Approved
TXN-101649,2023-01-08,Operations,Expense,Maintenance,1239.31,GBP,,CC-OPS-01,UPI,Approved
TXN-114524,2023-01-08,Sales,Expense,Sales Tools,672.38,EUR,,CC-SALES-01,Bank Transfer,Approved
TXN-129281,2023-01-08,Operations,Expense,Equipment Purchase,7921.65,USD,,CC-OPS-01,Credit,Approved
TXN-105386,2023-01-08,Operations,Expense,Equipment Purchase,3744.49,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-104976,2023-01-09,Marketing,Expense,SEO Services,1151.36,GBP,,CC-MKT-03,Credit,Pending
TXN-111250,2023-01-09,HR,Expense,Recruitment Costs,11691.43,USD,,CC-HR-01,UPI,Approved
TXN-113979,2023-01-09,HR,Expense,Employee Events,8223.1,USD,,CC-HR-02,Bank Transfer,Approved
TXN-122530,2023-01-09,Sales,Revenue,License Sales,1072.56,INR,0.49,CC-SALES-01,Bank Transfer,Approved
TXN-116645,2023-01-09,Operations,Expense,Supplies,613.71,INR,,CC-OPS-02,Cash,Approved
TXN-115392,2023-01-09,IT,Expense,Cloud Infrastructure,6690.96,INR,,CC-IT-02,Bank Transfer,Approved
TXN-115873,2023-01-09,IT,Expense,Cloud Infrastructure,55696.96,USD,,CC-IT-01,UPI,Approved
TXN-110973,2023-01-09,Sales,Revenue,License Sales,4242.01,USD,0.61,CC-SALES-01,Bank Transfer,Approved
TXN-111906,2023-01-09,IT,Expense,Cybersecurity,5489.33,INR,,CC-IT-02,UPI,Approved
TXN-111260,2023-01-09,Operations,Expense,Maintenance,19469.52,INR,,CC-OPS-03,Credit,Approved
TXN-100780,2023-01-09,IT,Expense,IT Support,3838.42,INR,,CC-IT-01,Bank Transfer,Approved
TXN-100403,2023-01-09,IT,Expense,Cybersecurity,8354.97,USD,,CC-IT-02,Bank Transfer,Approved
TXN-116577,2023-01-09,Sales,Revenue,Contract Revenue,11925.12,USD,0.55,CC-SALES-03,Bank Transfer,Approved
TXN-121642,2023-01-09,Sales,Expense,Client Entertainment,542.28,USD,,CC-SALES-02,Credit,Approved
TXN-115673,2023-01-09,Sales,Expense,Trade Show Costs,576.77,USD,,CC-SALES-03,Credit,Approved
TXN-116178,2023-01-09,Operations,Expense,Logistics Costs,1551.8,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-123006,2023-01-09,Operations,Revenue,Service Fees,17979.64,USD,0.15,CC-OPS-04,Credit,Approved
TXN-116099,2023-01-09,HR,Expense,Salaries,1589.81,EUR,,CC-HR-01,Bank Transfer,Approved
TXN-110308,2023-01-09,Operations,Expense,Office Rent,112.69,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-104815,2023-01-09,IT,Expense,Software Licenses,3232.43,INR,,CC-IT-02,Bank Transfer,Approved
TXN-120995,2023-01-09,IT,Expense,Hardware Purchase,1401.54,EUR,,CC-IT-01,Credit,Approved
TXN-110878,2023-01-09,Sales,Expense,Travel Expenses,2765.67,EUR,,CC-SALES-02,UPI,Approved
TXN-103799,2023-01-09,Sales,Expense,Client Entertainment,217.99,USD,,CC-SALES-01,UPI,Approved
TXN-123884,2023-01-09,Sales,Revenue,License Sales,8663.99,GBP,0.69,CC-SALES-03,UPI,Approved
TXN-111272,2023-01-09,IT,Expense,IT Support,45222.74,USD,,CC-IT-02,Bank Transfer,Approved
TXN-104383,2023-01-09,Operations,Expense,Office Rent,2188.29,GBP,,CC-OPS-02,Bank Transfer,Rejected
TXN-127414,2023-01-09,Sales,Revenue,Product Sales,278.83,USD,0.54,CC-SALES-01,Bank Transfer,Approved
TXN-123654,2023-01-09,Operations,Expense,Logistics Costs,1079.5,USD,,CC-OPS-04,Bank Transfer,Pending
TXN-122195,2023-01-09,HR,Expense,Employee Events,342.17,USD,,CC-HR-02,Bank Transfer,Approved
TXN-120764,2023-01-09,HR,Expense,Recruitment Costs,11229.82,GBP,,CC-HR-02,Credit,Approved
TXN-108302,2023-01-09,Sales,Revenue,Subscription Revenue,24237.51,USD,0.64,CC-SALES-03,UPI,Approved
TXN-120748,2023-01-09,Operations,Expense,Equipment Purchase,3139.56,INR,,CC-OPS-02,UPI,Approved
TXN-120006,2023-01-09,HR,Expense,Salaries,16549.01,GBP,,CC-HR-01,Bank Transfer,Approved
TXN-126053,2023-01-09,Operations,Expense,Equipment Purchase,6222.44,USD,,CC-OPS-01,Bank Transfer,Approved
TXN-107657,2023-01-09,Operations,Expense,Maintenance,1823.32,INR,,CC-OPS-03,Bank Transfer,Approved
TXN-125542,2023-01-09,Marketing,Expense,Marketing Campaign,43230.97,USD,,CC-MKT-01,Bank Transfer,Approved
TXN-113037,2023-01-09,HR,Expense,Recruitment Costs,55630.28,USD,,CC-HR-01,Bank Transfer,Approved
TXN-120354,2023-01-09,Sales,Revenue,Service Revenue,5840.42,USD,0.68,CC-SALES-02,UPI,Approved
TXN-114241,2023-01-09,Sales,Expense,Sales Tools,3318.43,USD,,CC-SALES-01,UPI,Approved
TXN-117637,2023-01-09,Sales,Revenue,Service Revenue,23630.96,EUR,0.45,CC-SALES-02,Cash,Pending
TXN-128151,2023-01-09,IT,Expense,IT Support,12447.82,USD,,CC-IT-01,Credit,Approved
TXN-117398,2023-01-09,Sales,Revenue,Contract Revenue,5251.59,USD,0.58,CC-SALES-02,Bank Transfer,Pending
TXN-122670,2023-01-09,IT,Expense,Cybersecurity,7274.9,INR,,CC-IT-01,Bank Transfer,Pending
TXN-126050,2023-01-09,Operations,Expense,Utilities,4187.0,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-108862,2023-01-09,Sales,Expense,Trade Show Costs,1050.93,GBP,,CC-SALES-01,Bank Transfer,Approved
TXN-107302,2023-01-09,Operations,Revenue,Service Fees,13645.97,USD,0.44,CC-OPS-04,Bank Transfer,Approved
TXN-114440,2023-01-09,Marketing,Expense,Advertising Spend,3013.72,USD,,CC-MKT-01,Bank Transfer,Rejected
TXN-125578,2023-01-09,IT,Expense,IT Support,1052.11,INR,,CC-IT-01,Bank Transfer,Approved
TXN-120508,2023-01-09,Sales,Revenue,Subscription Revenue,6120.14,USD,0.73,CC-SALES-03,Bank Transfer,Approved
TXN-105757,2023-01-09,Sales,Revenue,Subscription Revenue,7685.05,GBP,0.68,CC-SALES-02,Bank Transfer,Approved
TXN-107871,2023-01-09,Sales,Expense,Trade Show Costs,4008.34,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-122235,2023-01-09,HR,Expense,Employee Events,4957.14,INR,,CC-HR-01,Bank Transfer,Approved
TXN-105032,2023-01-09,IT,Expense,Cloud Infrastructure,1151.87,USD,,CC-IT-01,Bank Transfer,Approved
TXN-120145,2023-01-09,IT,Revenue,IT Services Revenue,14655.38,USD,0.48,CC-IT-01,Bank Transfer,Approved
TXN-121886,2023-01-09,Sales,Revenue,Service Revenue,21244.99,USD,0.49,CC-SALES-02,Credit,Approved
TXN-119893,2023-01-09,Operations,Expense,Utilities,6104.28,USD,,CC-OPS-03,Credit,Approved
TXN-117602,2023-01-10,Operations,Expense,Logistics Costs,199.33,USD,,CC-OPS-01,UPI,Approved
TXN-107295,2023-01-10,IT,Expense,IT Support,28620.46,INR,,CC-IT-02,Bank Transfer,Approved
TXN-101636,2023-01-10,Operations,Revenue,Service Fees,859.07,USD,0.48,CC-OPS-01,Bank Transfer,Pending
TXN-113682,2023-01-10,Marketing,Revenue,Event Revenue,1390.26,USD,0.45,CC-MKT-02,Bank Transfer,Approved
TXN-109352,2023-01-10,Operations,Expense,Logistics Costs,21370.98,USD,,CC-OPS-03,Credit,Approved
TXN-120596,2023-01-10,Operations,Expense,Office Rent,1032.86,EUR,,CC-OPS-01,Bank Transfer,Approved
TXN-107243,2023-01-10,HR,Expense,Employee Events,515.73,INR,,CC-HR-02,Bank Transfer,Approved
TXN-103126,2023-01-10,HR,Expense,Recruitment Costs,42456.97,INR,,CC-HR-01,Bank Transfer,Approved
TXN-123612,2023-01-10,Sales,Revenue,Service Revenue,9621.01,EUR,0.67,CC-SALES-02,Bank Transfer,Approved
TXN-115900,2023-01-10,Sales,Revenue,License Sales,3170.0,EUR,0.53,CC-SALES-02,UPI,Approved
TXN-106394,2023-01-10,IT,Expense,Hardware Purchase,27679.38,INR,,CC-IT-02,Bank Transfer,Approved
TXN-125171,2023-01-10,HR,Expense,Training Programs,5816.06,EUR,,CC-HR-01,Bank Transfer,Approved
TXN-113533,2023-01-10,HR,Revenue,Recruitment Fees,3167.69,EUR,0.3,CC-HR-02,Bank Transfer,Approved
TXN-122707,2023-01-10,HR,Expense,Employee Events,10293.14,USD,,CC-HR-01,UPI,Approved
TXN-120321,2023-01-10,Operations,Expense,Equipment Purchase,10340.65,EUR,,CC-OPS-03,Credit,Approved
TXN-103904,2023-01-10,Sales,Revenue,Product Sales,5350.22,INR,0.5,CC-SALES-01,UPI,Approved
TXN-120616,2023-01-10,Operations,Expense,Office Rent,67.6,INR,,CC-OPS-04,Credit,Approved
TXN-100697,2023-01-10,Marketing,Expense,Social Media Ads,2425.56,USD,,CC-MKT-01,UPI,Approved
TXN-127051,2023-01-10,Operations,Expense,Utilities,5530.65,INR,,CC-OPS-01,Credit,Approved
TXN-125762,2023-01-10,HR,Expense,Employee Events,12081.25,USD,,CC-HR-01,Credit,Approved
TXN-107074,2023-01-10,IT,Expense,Cloud Infrastructure,9441.5,USD,,CC-IT-02,Credit,Rejected
TXN-101143,2023-01-10,Sales,Revenue,Service Revenue,1770.78,USD,0.35,CC-SALES-01,UPI,Pending
TXN-115389,2023-01-10,Marketing,Expense,Brand Development,486.04,USD,,CC-MKT-01,Bank Transfer,Approved
TXN-100575,2023-01-10,HR,Expense,Employee Events,18801.2,USD,,CC-HR-01,Bank Transfer,Approved
TXN-124396,2023-01-10,Marketing,Revenue,Affiliate Revenue,5157.68,EUR,0.39,CC-MKT-01,Credit,Approved
TXN-104839,2023-01-10,Sales,Revenue,License Sales,78388.21,GBP,0.63,CC-SALES-02,Credit,Approved
TXN-119725,2023-01-10,IT,Expense,Software Licenses,1889.41,GBP,,CC-IT-01,Credit,Pending
TXN-111823,2023-01-10,Operations,Revenue,Consulting Revenue,21047.32,USD,0.3,CC-OPS-03,Cash,Approved
TXN-112296,2023-01-10,HR,Expense,Benefits,2323.67,INR,,CC-HR-01,Bank Transfer,Approved
TXN-100168,2023-01-10,Operations,Expense,Logistics Costs,2158.38,EUR,,CC-OPS-03,Bank Transfer,Approved
TXN-123723,2023-01-10,Operations,Revenue,Service Fees,17389.07,GBP,0.33,CC-OPS-03,UPI,Approved
TXN-115738,2023-01-10,Operations,Expense,Logistics Costs,3197.86,EUR,,CC-OPS-02,Credit,Approved
TXN-105179,2023-01-10,Sales,Revenue,Product Sales,5784.06,USD,0.6,CC-SALES-01,Bank Transfer,Approved
TXN-114593,2023-01-10,Sales,Revenue,License Sales,43075.84,EUR,0.5,CC-SALES-02,Bank Transfer,Pending
TXN-119858,2023-01-10,Operations,Expense,Office Rent,3978.7,INR,,CC-OPS-02,Bank Transfer,Pending
TXN-106371,2023-01-10,Marketing,Expense,Advertising Spend,478.66,INR,,CC-MKT-01,Bank Transfer,Approved
TXN-107161,2023-01-10,Operations,Expense,Logistics Costs,2649.35,INR,,CC-OPS-01,UPI,Approved
TXN-113313,2023-01-10,Sales,Revenue,Contract Revenue,9902.43,USD,0.42,CC-SALES-01,Bank Transfer,Approved
TXN-109553,2023-01-10,Sales,Revenue,Service Revenue,7457.34,USD,0.68,CC-SALES-02,UPI,Approved
TXN-119681,2023-01-10,Operations,Revenue,Consulting Revenue,96384.8,EUR,0.29,CC-OPS-04,Bank Transfer,Approved
TXN-123400,2023-01-10,Operations,Expense,Equipment Purchase,2213.34,INR,,CC-OPS-04,UPI,Approved
TXN-100186,2023-01-10,Operations,Revenue,Consulting Revenue,5261.76,USD,0.51,CC-OPS-03,UPI,Approved
TXN-103011,2023-01-10,HR,Expense,Employee Events,8603.49,USD,,CC-HR-02,Bank Transfer,Approved
TXN-109099,2023-01-10,Operations,Revenue,Service Fees,14559.14,EUR,0.24,CC-OPS-02,Credit,Approved
TXN-112281,2023-01-11,Operations,Revenue,Operational Revenue,23634.53,USD,0.39,CC-OPS-02,Cash,Approved
TXN-113143,2023-01-11,Sales,Expense,Trade Show Costs,347.44,INR,,CC-SALES-03,Bank Transfer,Rejected
TXN-108611,2023-01-11,Operations,Expense,Supplies,817.42,USD,,CC-OPS-02,Credit,Approved
TXN-104987,2023-01-11,Marketing,Expense,Brand Development,1488.67,INR,,CC-MKT-02,Bank Transfer,Approved
TXN-128787,2023-01-11,Sales,Revenue,Product Sales,5560.11,EUR,0.67,CC-SALES-01,Credit,Pending
TXN-115894,2023-01-11,IT,Expense,Network Costs,2445.87,USD,,CC-IT-02,Bank Transfer,Approved
TXN-108143,2023-01-11,Operations,Revenue,Service Fees,13065.11,EUR,0.41,CC-OPS-02,UPI,Approved
TXN-115757,2023-01-11,Sales,Revenue,Subscription Revenue,1176.76,EUR,0.63,CC-SALES-02,UPI,Approved
TXN-123058,2023-01-11,Sales,Revenue,Contract Revenue,5267.21,USD,0.47,CC-SALES-03,Bank Transfer,Approved
TXN-102173,2023-01-11,Sales,Revenue,Subscription Revenue,21463.82,USD,0.68,CC-SALES-02,Bank Transfer,Pending
TXN-128844,2023-01-11,Marketing,Revenue,Event Revenue,1684.98,EUR,0.52,CC-MKT-01,Bank Transfer,Approved
TXN-103495,2023-01-11,Marketing,Expense,Advertising Spend,1031.0,USD,,CC-MKT-01,Bank Transfer,Approved
TXN-100152,2023-01-11,Sales,Expense,Sales Tools,10267.58,INR,,CC-SALES-01,UPI,Approved
TXN-107818,2023-01-11,HR,Expense,Salaries,33997.96,EUR,,CC-HR-02,Bank Transfer,Rejected
TXN-104333,2023-01-11,Sales,Revenue,Contract Revenue,914.59,USD,0.52,CC-SALES-02,UPI,Approved
TXN-113290,2023-01-11,Sales,Expense,Sales Commission,1149.65,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-112079,2023-01-11,Operations,Expense,Utilities,9144.66,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-100988,2023-01-11,Operations,Expense,Equipment Purchase,554.94,EUR,,CC-OPS-02,Bank Transfer,Approved
TXN-125414,2023-01-11,Sales,Expense,Trade Show Costs,1670.86,USD,,CC-SALES-03,Cash,Approved
TXN-117305,2023-01-11,Marketing,Revenue,Campaign Revenue,3792.53,USD,0.39,CC-MKT-03,Credit,Approved
TXN-117286,2023-01-11,IT,Expense,Cloud Infrastructure,1273.09,USD,,CC-IT-02,Credit,Pending
TXN-119438,2023-01-11,Operations,Expense,Supplies,1102.53,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-107162,2023-01-11,Sales,Revenue,Service Revenue,2211.25,USD,0.68,CC-SALES-01,Bank Transfer,Approved
TXN-114872,2023-01-11,IT,Revenue,Software Sales,9687.04,USD,0.85,CC-IT-01,Cash,Approved
TXN-101429,2023-01-11,HR,Expense,Recruitment Costs,7288.95,INR,,CC-HR-01,Bank Transfer,Rejected
TXN-121004,2023-01-11,Operations,Expense,Supplies,2074.43,GBP,,CC-OPS-01,UPI,Approved
TXN-117077,2023-01-11,Sales,Expense,Sales Commission,4072.77,USD,,CC-SALES-03,Bank Transfer,Approved
TXN-105111,2023-01-11,IT,Revenue,Software Sales,216535.19,INR,0.56,CC-IT-02,Bank Transfer,Approved
TXN-115172,2023-01-11,Sales,Revenue,Subscription Revenue,2343.86,INR,0.54,CC-SALES-03,Bank Transfer,Approved
TXN-125230,2023-01-11,HR,Expense,Employee Events,71132.74,USD,,CC-HR-02,Credit,Pending
TXN-109049,2023-01-11,IT,Expense,Software Licenses,58580.38,INR,,CC-IT-02,Bank Transfer,Pending
TXN-109913,2023-01-11,Sales,Expense,Sales Tools,1409.52,INR,,CC-SALES-03,Bank Transfer,Approved
TXN-126716,2023-01-11,IT,Expense,Hardware Purchase,1083.22,INR,,CC-IT-01,Bank Transfer,Approved
